assessment_result,ia_success,max_size,first_size,first_status_held,sec_to_uc,aircraft_n_Fixed,aircraft_n_Rotary,aircraft_n_total,aircraft_hr_Fixed,aircraft_hr_Rotary,aircraft_hr_total,n_firefighters,n_non_firefighters,hr_firefighters,hr_non_firefighters,drop_amount_retardant,drop_amount_water,drop_amount_total,n_fire_past_1,n_fire_past_7,n_fire_past_30,response_time,general_cause,year,month,latitude,longitude,assessment_size,fire_spread_rate,fire_position_on_slope,temperature,relative_humidity,wind_direction,wind_speed,weather_conditions_over_fire,equipment_Transportation,equipment_Water_Delivery,equipment_Sustained_Action,equipment_Fire_Guard_Building,equipment_Crew_Gear,equipment_Base_Camp,equipment_WaterTruck_Transportation,wstation_dry_bulb_temperature,wstation_relative_humidity,wstation_wind_speed_kmh,wstation_wind_direction,wstation_precipitation,wstation_fine_fuel_moisture_code,wstation_duff_moisture_code,wstation_drought_code,wstation_build_up_index,wstation_initial_spread_index,wstation_fire_weather_index,wstation_daily_severity_rating,fuelgrid_C,fuelgrid_D,fuelgrid_M,fuelgrid_Nonfuel,fuelgrid_O,fuelgrid_S,fuelgrid_Unclassified,fuelgrid_Water,fuel_type2,grouped_fuel_type2,fbp_CFB,fbp_CFC,fbp_FD,fbp_HFI,fbp_RAZ,fbp_ROS,fbp_SFC,fbp_TFC,fbp_HFI_class,fuel_type,grouped_fuel_type,test_i
Immediate Action,1,0.2,0.2,TRUE,0,0,0,0,0,0,0,8,1,8,1,0,0,0,14,129,250,1740,other,2009,5,55.88505,-115.810867,0.2,1,Flat,17,65,NW,10,Clear,0,0,0,0,0,0,0,9,76.52,7,315,0.02,83.7,17.5,93.9,23.9,2.5,4.6,0.4,8,23,7,7,35,0,0,0,O-1,O,0,0,S,316.0153745139664,134.99999999999994,3.0096702334663465,0.35,0.35,2,O1a,O,0
Immediate Action,1,0.03,0.03,TRUE,0,0,0,0,0,0,0,2,1,1.75,1,0,0,0,14,129,250,0,other,2009,5,55.910617,-110.742683,0.03,1,Flat,9,31,N,5,Clear,0,0,0,0,0,0,0,9,44.31,15,225,0,88.2,19,224,31.3,7.1,13.5,2.72,0,27,1,38,12,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1a,O,1
Immediate Action,1,0.03,0.03,TRUE,0,0,0,0,0,0,0,1,1,0.75,1,0,0,0,14,129,250,0,other,2009,5,55.909865,-110.73915,0.03,1,Flat,8,33,E,5,Clear,0,0,0,0,0,0,0,9,44.31,15,225,0,88.2,19,224,31.3,7.1,13.5,2.72,1,27,3,46,1,0,0,0,D-1/D-2,D,0,0,S,287.4889926434951,45,1.465116768524525,0.6540752674000554,0.6540752674000554,2,M2,M,1
Immediate Action,1,0.4,0.01,FALSE,2520,0,2,2,0,1.2,1.2,13,0,32.25,0,0,0,0,14,129,250,540,other,2009,5,55.93235,-110.646867,0.01,3,Flat,13.8,22,N,5,Clear,0,0,0,0,0,0,0,9,44.31,15,225,0,88.2,19,224,31.3,7.1,13.5,2.72,33,5,3,12,0,0,0,25,C-2,C,0.6202665493106669,0.49621323944853357,I,3827.4237793833886,45,6.354710035056311,1.5114439462027773,2.007657185651311,4,O1a,O,0
Immediate Action,1,0.01,0.01,FALSE,3420,0,1,1,0,0.3,0.3,13,0,21,0,0,0,0,14,129,250,360,other,2009,5,55.931583,-110.6539,0.01,3,Flat,13.8,22,N,5,Clear,0,0,0,0,0,0,0,9,44.31,15,225,0,88.2,19,224,31.3,7.1,13.5,2.72,16,28,3,2,1,0,0,30,C-2,C,0.6202665493106669,0.49621323944853357,I,3827.4237793833886,45,6.354710035056311,1.5114439462027773,2.007657185651311,4,O1a,O,1
Immediate Action,1,0.01,0.01,FALSE,3420,0,1,1,0,0.3,0.3,13,0,18.25,0,0,0,0,14,129,250,360,other,2009,5,55.931117,-110.6563,0.01,3,Flat,13.8,22,N,5,Clear,0,0,0,0,0,0,0,9,44.31,15,225,0,88.2,19,224,31.3,7.1,13.5,2.72,9,37,2,1,1,0,0,28,C-2,C,0.6202665493106669,0.49621323944853357,I,3827.4237793833886,45,6.354710035056311,1.5114439462027773,2.007657185651311,4,O1a,O,0
Immediate Action,1,0.3,0.3,FALSE,2100,0,0,0,0,0,0,8,1,16,2,0,0,0,14,129,250,1260,other,2009,5,55.9351,-115.614917,0.3,1,Flat,17,70,NW,7,Clear,0,1,0,0,0,0,0,9,76.52,7,315,0.02,83.7,17.5,93.9,23.9,2.5,4.6,0.4,9,20,1,8,22,0,0,20,D-1/D-2,D,0,0,S,45.380069285724666,134.99999999999994,0.2846566190495437,0.5314013007115588,0.5314013007115588,2,O1b,O,0
Immediate Action,1,22.63,2,FALSE,14580,4,2,6,3.5999999999999996,7.800000000000001,11.4,10,9,83,58.25,18157.92,0,18157.92,14,129,250,8040,other,2009,5,53.643107,-116.637167,2,2,Flat,14,31,NW,3,Cloudy,0,1,0,0,0,0,0,12,24.64,3,90,1.2,81.8,14.5,248.7,25.3,1.6,2.9,0.18,45,12,0,6,18,0,0,0,C-4,C,0,0,S,109.65727839915778,270,0.8214078713508307,0.44499727124529487,0.44499727124529487,2,O1a,O,0
Immediate Action,1,0.01,0.01,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,121,262,55080,other,2009,5,54.95215,-112.370567,0.01,0,Flat,13,50,E,10,Cloudy,0,0,0,0,0,0,0,11,43.28,5,360,0,87.5,29.3,138.3,38.3,3.9,9.3,1.4,1,3,0,64,1,0,0,11,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1a,O,0
Immediate Action,1,0.02,0.02,TRUE,0,0,0,0,0,0,0,3,0,5.25,0,0,0,0,12,121,262,480,other,2009,5,55.9183,-113.960183,0.02,0,Flat,22,42,SW,7,Clear,0,0,0,0,0,0,0,14,44.16,12,315,0,86.7,19.7,227.9,32.4,4.9,10.2,1.65,0,37,0,0,24,0,0,18,O-1,O,0,0,S,770.337309565335,134.99999999999994,7.336545805384143,0.35,0.35,3,O1a,O,0
Immediate Action,1,0.01,0.01,TRUE,0,0,0,0,0,0,0,0,1,0,3,0,0,0,12,121,262,0,other,2009,5,58.467346,-114.52339,0.01,0,Flat,15,35,N,10,CB Dry,0,0,0,0,0,0,0,12.3,52,7,180,0.51,88.1,11.2,267,20.3,4.7,7.5,0.96,15,29,0,29,5,0,0,0,D-1/D-2,D,0,0,S,100.80854896062125,0,0.7219570070797273,0.46544114571949274,0.46544114571949274,2,O1a,O,0
Immediate Action,1,0.01,0.01,TRUE,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,121,262,1980,other,2009,5,54.994867,-118.7817,0.01,0,Flat,13,58,SW,5,Cloudy,0,0,0,0,0,0,0,9,60.18,6,45,0.01,87.1,23.1,256.2,37.6,3.8,9.1,1.35,12,33,3,1,32,0,0,0,O-1,O,0,0,S,552.3789842818461,225,5.260752231255677,0.35,0.35,3,O1a,O,0
Immediate Action,1,0.01,0.01,FALSE,1260,0,1,1,0,1.8,1.8,2,0,5,0,0,0,0,12,121,262,1680,lightning,2009,5,54.405833,-117.259,0.01,0,Flat,17,22,SE,4,Rainshowers,0,0,0,0,0,0,0,11,68.34,9,90,3,62.2,4.7,131.1,8.7,0.7,0.4,0.01,61,14,3,0,0,0,0,0,C-2,C,0,0,S,7.303552477719366,270,0.05114112314371899,0.4760391135195713,0.4760391135195713,1,C2,C,0
Immediate Action,1,1,1,FALSE,2820,0,1,1,0,1.5,1.5,11,1,58.5,7.25,0,0,0,5,103,265,2160,other,2009,5,55.915417,-115.66495,1,1,Flat,23,26,N,6,Cloudy,0,1,0,0,0,0,0,15,45.72,16,135,0.2,82.3,19.6,103.2,26.6,3.3,6.4,0.73,0,0,0,9,0,0,0,69,Water,Water,0,0,"NA",0,0,0,0,0,1,O1a,O,0
Immediate Action,1,0.2,0.2,FALSE,1680,1,0,1,0.5,0,0.5,7,1,22.5,12,0,0,0,24,97,288,0,other,2009,5,56.760167,-117.678667,0.2,1,Flat,12,35,NE,5,Clear,0,0,0,0,0,0,0,16,24.82,14,45,0.01,91.2,32.8,275.3,50.5,10.3,22.8,6.91,9,54,7,8,0,0,0,0,M-1/M-2 (60 PC),M,0.6245798818953552,0.29979834330977045,I,5581.519378352805,225,9.38113980301857,1.6834430308911341,1.9832413742009045,5,C2,C,0
Immediate Action,1,0.01,0.01,FALSE,3000,0,1,1,0,1.7,1.7,3,0,10.5,0,0,0,0,24,97,288,3000,lightning,2009,5,54.255756,-114.959976,0.01,0,Flat,20,40,NW,15,CB Wet,0,0,0,0,0,0,0,17,41.39,5,45,0,70.8,24.6,187.1,37,0.8,1.5,0.05,32,0,0,0,46,0,0,2,C-2,C,0,0,S,155.46155971725642,225,0.29905912854727484,1.7327850902755648,1.7327850902755648,2,M1,M,0
Immediate Action,1,0.02,0.02,TRUE,0,0,0,0,0,0,0,0,1,0,3.5,0,0,0,24,97,288,4200,other,2009,5,53.462633,-117.533333,0.02,0.1,Flat,16,25,SW,8,Rainshowers,0,0,0,0,0,0,0,14.9,27,3,45,0.5,87.7,11.9,239.2,21.1,3.6,6,0.65,46,23,0,3,7,0,0,0,C-2,C,0,0,S,605.102918308989,225,1.8723349391035014,1.0772697157819429,1.0772697157819429,3,C2,C,1
Immediate Action,1,0.02,0.02,TRUE,0,0,0,0,0,0,0,11,1,54.75,6.5,0,0,0,24,97,288,4140,lightning,2009,5,52.88075,-115.5678,0.02,1,Flat,16,43,E,5,CB Dry,0,1,0,0,0,0,0,13,39.34,5,135,0.4,78.7,18,287.6,31.1,1.3,2.6,0.14,56,11,0,2,10,0,0,0,C-2,C,0,0,S,252.3216706854246,315,0.5594426388880068,1.5034110329700017,1.5034110329700017,2,C2,C,0
Immediate Action,1,0.01,0.01,TRUE,0,0,1,1,0,0.6,0.6,3,0,6,0,0,0,0,24,97,288,2340,lightning,2009,5,54.881783,-115.364417,0.01,0,Flat,20,67,CLM,0,Rainshowers,0,0,0,0,0,0,0,12.5,29.99,20,135,1.21,84.5,8.5,19.7,8.5,5.4,5.3,0.53,66,0,0,9,3,0,0,0,C-2,C,0,0,S,132.24201446961348,315,0.9467050267998844,0.46562202842500566,0.46562202842500566,2,C3,C,0
Immediate Action,1,0.6,0.02,FALSE,2160,0,2,2,0,3.5,3.5,15,1,64,3,0,0,0,24,97,288,1620,other,2009,5,54.563417,-110.9322,0.02,2,Flat,15,30,N,5,Cloudy,1,0,0,0,0,0,0,14,44.16,4,90,0.6,86.9,19.3,167.1,30,3.4,7,0.86,17,58,0,3,0,0,0,0,D-1/D-2,D,0,0,S,91.05163179328227,270,0.47893470800363525,0.633709426857068,0.633709426857068,2,M1,M,1
Immediate Action,1,0.01,0.01,TRUE,0,0,0,0,0,0,0,9,0,9.25,0,0,0,0,24,97,288,4320,other,2009,5,55.92035,-115.651167,0.01,0,Flat,16,63,W,25,Cloudy,0,1,0,0,0,0,0,16.5,36.8,14,45,0,87.6,22.5,108.6,29.7,6.1,11.7,2.12,24,28,7,20,0,0,0,0,D-1/D-2,D,0,0,S,218.7935302679453,225,1.1595880196234265,0.628940412644708,0.628940412644708,2,D1,D,1
Immediate Action,1,0.01,0.01,TRUE,0,0,1,1,0,1.6,1.6,4,0,13,0,0,0,0,24,97,288,0,lightning,2009,5,56.2259,-112.472833,0.01,0,Flat,10,40,SW,10,Cloudy,0,0,0,0,0,0,0,18.6,31,14,45,0.76,78.9,10.2,239.5,18.4,2.1,3,0.19,49,3,5,16,5,0,0,0,C-2,C,0,0,S,217.49921491126798,225,0.7603073814167214,0.9535582591433395,0.9535582591433395,2,C1,C,0
Immediate Action,1,0.02,0.01,FALSE,3420,0,1,1,0,0.9,0.9,3,0,9,0,0,0,0,24,97,288,600,lightning,2009,5,55.90585,-113.612517,0.01,0,Flat,17.7,43,E,2,CB Wet,0,0,0,0,0,0,0,14,48.43,12,90,0,85.2,33.1,196.8,46.6,3.9,10.5,1.75,34,13,13,3,16,0,0,0,M-1/M-2 (40 PC),M,0,0,S,730.0287842865085,270,1.807749716288623,1.346109618510105,1.346109618510105,3,C1,C,1
Immediate Action,1,0.3,0.3,FALSE,1380,0,1,1,0,0.4,0.4,0,3,0,4,0,0,0,24,97,288,0,other,2009,5,58.46855,-114.52685,0.3,0.5,Flat,18,35,CLM,0,CB Dry,0,0,0,0,0,0,0,9.5,56.54,18,135,0.4,85,7.2,230.1,13.4,5.3,6.6,0.78,8,28,0,39,5,0,0,0,D-1/D-2,D,0,0,S,74.10145858047309,315,0.7572156924588842,0.3262014567247262,0.3262014567247262,2,O1a,O,0
Immediate Action,1,7.6,7.6,TRUE,0,0,0,0,0,0,0,8,1,52,3.25,0,0,0,12,89,299,7320,other,2009,5,55.414333,-115.76925,7.6,1,Bottom,18,67,NW,17,Clear,0,0,0,0,0,0,0,15.4,42,15,90,0,87.1,27.8,165.7,39.2,6,13.4,2.68,7,7,0,0,34,0,0,32,O-1,O,0,0,S,999.4091653060353,270,9.518182526724146,0.35,0.35,3,O1a,O,0
Immediate Action,1,8,8,FALSE,15300,0,1,1,0,2,2,11,1,41.5,5.25,0,0,0,12,89,299,1380,other,2009,5,55.397494,-115.792676,8,0.5,Flat,19.8,37,NE,3,Clear,0,0,0,0,0,0,0,15.4,42,15,90,0,87.1,27.8,165.7,39.2,6,13.4,2.68,0,27,0,0,51,0,0,0,O-1,O,0,0,S,999.4091653060353,270,9.518182526724146,0.35,0.35,3,O1a,O,0
Immediate Action,1,1.9,0.3,FALSE,2700,0,1,1,0,1.5,1.5,17,2,83,2.5,0,0,0,12,89,299,1620,lightning,2009,5,54.9098,-119.086267,0.3,2,Flat,10,20,S,15,Clear,1,0,0,0,0,0,0,18,32.29,5,225,0,89.4,24.2,263.3,39.4,5.1,11.8,2.13,0,33,0,6,41,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,M1,M,0
Immediate Action,1,0.3,0.02,TRUE,0,0,1,1,0,0.6,0.6,6,1,11.5,3.5,0,0,0,12,89,299,900,other,2009,5,54.4306,-110.98945,0.02,1,Upper 1/3,19,25,SE,5,Cloudy,5,1,0,2,0,0,0,19,30.77,4,360,2,80.6,31.2,253.6,47.7,1.5,4.3,0.36,0,22,0,12,47,0,0,0,O-1,O,0,0,S,157.9235056891742,180,1.5040333875159446,0.35,0.35,2,M1,M,0
Immediate Action,1,0.2,0.2,TRUE,0,0,1,1,0,0.8,0.8,3,1,7.5,1,0,0,0,12,89,299,1020,other,2009,5,55.081122,-117.791798,0.2,0.1,Flat,18,27,CLM,0,Cloudy,0,0,0,0,0,0,0,17,28.26,14,315,0,89.1,15,159.4,24.3,7.6,12.6,2.4,0,69,0,8,0,0,0,0,D-1/D-2,D,0,0,S,249.15399832202948,134.99999999999994,1.542370385179598,0.538465556470984,0.538465556470984,2,O1a,O,1
Immediate Action,1,0.03,0.03,TRUE,0,0,0,0,0,0,0,8,1,4,0.5,0,0,0,11,87,308,0,other,2009,5,55.900317,-110.751567,0.03,0,Flat,7,58,N,30,Cloudy,0,0,0,0,0,0,0,17,33.9,8,135,2.5,77,11.5,249.5,20.7,1.3,1.7,0.07,0,50,0,26,1,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1a,O,1
Immediate Action,1,0.03,0.03,TRUE,0,0,0,0,0,0,0,8,1,4,0.5,0,0,0,11,87,308,0,other,2009,5,55.9015,-110.750483,0.03,0,Flat,7,58,N,30,Cloudy,0,0,0,0,0,0,0,17,33.9,8,135,2.5,77,11.5,249.5,20.7,1.3,1.7,0.07,1,49,0,27,1,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1a,O,0
Immediate Action,1,0.02,0.02,TRUE,0,0,0,0,0,0,0,4,2,5,3.25,0,0,0,11,87,308,4500,other,2009,5,53.532283,-117.111567,0.02,0,Flat,2,42,NW,6,Cloudy,0,0,0,0,0,0,0,15.5,28,2,315,0,89.8,15,244.4,26.1,4.6,8.6,1.22,41,3,18,5,12,0,0,0,M-1/M-2 (40 PC),M,0,0,S,489.85140929382186,134.99999999999994,1.8978559566076574,0.860359304558624,0.860359304558624,2,M1,M,1
Immediate Action,1,0.1,0.1,TRUE,0,4,1,5,3.2,0.8,4,4,1,14,2.5,4537.5,0,4537.5,11,87,308,5040,other,2009,5,53.274267,-115.650233,0.1,0,Flat,6,57,W,11,Cloudy,0,0,0,0,0,0,0,15.7,28,13,360,0,88.7,27.3,263.5,43.3,6.9,15.7,3.56,48,3,4,12,11,0,0,0,C-2,C,0.7371705702375656,0.5897364561900525,I,5478.264101241174,180,7.158715676707498,1.961123385455354,2.5508598416454067,5,C3,C,1
Immediate Action,1,0.3,0.3,TRUE,0,0,0,0,0,0,0,4,0,2.5,0,0,0,0,7,85,314,0,other,2009,5,58.697433,-118.68555,0.3,0.1,Flat,15,40,NW,5,Clear,0,0,0,0,0,0,0,4.5,72.54,11,225,0,83.5,6.4,134.2,11.4,3,3.4,0.23,0,27,0,50,0,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1a,O,0
Immediate Action,1,0.4,0.02,TRUE,0,7,1,8,9.200000000000001,0.5,9.700000000000001,14,0,28.7,0,4914,4914,9828,8,74,322,2640,other,2009,5,55.2701,-113.230917,0.02,1,Flat,11,45,CLM,0,Cloudy,0,0,0,0,0,0,0,9,44.31,1,45,0.2,51.4,13.8,237.5,24.1,0.2,0.2,0,4,55,0,13,0,0,0,5,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,D1,D,1
Immediate Action,1,0.2,0.2,TRUE,0,0,0,0,0,0,0,4,1,12,3,0,0,0,8,74,322,4320,other,2009,5,53.342983,-116.075533,0.2,0,Flat,15,28,W,3,Clear,0,0,0,0,0,0,0,9,45.3,9,135,0,58.9,12.8,180.7,21.7,0.6,0.6,0.01,50,2,0,9,14,5,0,0,C-3,C,0,0,S,0.13079624020906794,315,0.0012988507159012483,0.33567173041979365,0.33567173041979365,1,O1a,O,0
Immediate Action,1,0.1,0.1,TRUE,0,0,0,0,0,0,0,6,1,27,1,0,0,0,8,74,322,1080,other,2009,5,56.48345,-118.765267,0.1,0,Flat,11,34,NE,8,Clear,0,0,0,0,0,0,0,8,42.07,0,0,0,71.7,20.2,241.6,33.4,0.7,0.8,0.02,2,3,1,69,4,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1a,O,0
Immediate Action,1,0.1,0.1,FALSE,1860,0,1,1,0,1.9,1.9,7,0,26.25,0,0,0,0,8,74,322,1200,other,2009,5,54.559833,-111.5665,0.1,1,Flat,17,30,W,15,Clear,0,0,0,0,0,0,0,10.5,47.09,15,90,0.01,83.4,26,187.2,38.6,3.6,8.8,1.27,7,29,5,21,16,0,0,0,O-1,O,0,0,S,514.2951479796326,270,4.898049028377454,0.35,0.35,3,C2,C,0
Immediate Action,1,0.01,0.01,TRUE,0,0,1,1,0,1.6,1.6,4,1,1,3.5,0,0,0,16,85,331,420,other,2009,5,56.366183,-118.74005,0.01,0,Flat,12,43,NW,10,Cloudy,0,0,0,0,0,0,0,12,40.51,0,0,0,83.5,23.6,250.4,38.1,1.7,4.3,0.35,3,27,0,46,3,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1a,O,1
Immediate Action,1,0.1,0.1,TRUE,0,0,0,0,0,0,0,4,0,10,0,0,0,0,16,85,331,3780,other,2009,5,55.529633,-116.1594,0.1,0,Flat,12,55,W,2,Cloudy,0,0,0,0,0,0,0,11,38.46,16,360,0,82.1,22.4,175.2,33.9,3.2,7.3,0.93,7,41,6,0,23,0,0,0,D-1/D-2,D,0,0,S,92.5995389992312,180,0.4451589424941681,0.6933818475442197,0.6933818475442197,2,O1a,O,0
Immediate Action,1,0.01,0.01,TRUE,0,0,0,0,0,0,0,1,1,1.75,3.5,0,0,0,16,85,331,5820,other,2009,5,55.628067,-116.6805,0.01,0,Flat,12,49,S,5,Cloudy,0,0,0,0,0,0,0,12,40.51,11,45,0,86.7,39.9,319.5,60.8,4.7,14,2.91,1,32,4,4,20,0,0,19,O-1,O,0,0,S,729.7624834409922,225,6.950118889914212,0.35,0.35,3,D1,D,1
Beyond Resources Capability,1,11.1,2,FALSE,9600,2,2,4,3.0999999999999996,11.2,14.299999999999999,10,3,67.75,14.25,15910,0,15910,16,85,331,1500,lightning,2009,5,52.3,-115.514,2,2,Flat,17,45,SW,8,CB Dry,0,0,0,0,0,0,0,9,45.3,15,90,0,68,2.9,84.8,5.3,1.2,0.6,0.01,38,0,0,7,34,0,0,0,O-1,O,0,0,S,116.30015552951978,270,1.1076205288525693,0.35,0.35,2,O1a,O,0
Immediate Action,1,0.1,0.1,TRUE,0,0,0,0,0,0,0,24,1,75,3.25,0,0,0,16,85,331,3840,other,2009,5,53.155167,-115.9127,0.1,0.1,Flat,16,32,W,10,Cloudy,0,1,0,0,0,0,0,16.9,32,9,135,0,83.9,25,283.4,41,2.9,7.4,0.94,46,20,0,0,13,0,0,0,D-1/D-2,D,0,0,S,93.29322706366011,315,0.39281555388638373,0.7916627039556572,0.7916627039556572,2,S1,S,0
Immediate Action,1,0.3,0.01,TRUE,0,0,0,0,0,0,0,0,2,0,6.5,0,0,0,16,85,331,1500,other,2009,5,52.3792,-115.109367,0.01,0,Flat,23,30,W,5,Cloudy,0,0,0,0,0,0,0,16,44.42,0,0,0,74.3,18.8,209.6,30.7,0.7,0.9,0.02,50,11,0,14,0,0,0,5,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1a,O,1
Delayed Action - Lower Priority,1,1.2,1.2,TRUE,0,6,0,6,6.6,0,6.6,0,2,0,6,0,0,0,16,85,331,7260,other,2009,5,54.443683,-114.619367,1.2,0,Flat,16,47,W,14,Cloudy,0,0,0,0,0,0,0,12.5,41.55,26,45,0,77.1,6.5,217.2,12.1,3.2,3.8,0.29,0,0,0,0,78,0,0,0,O-1,O,0,0,S,439.84773853993914,225,4.189026081332754,0.35,0.35,2,O1b,O,0
Delayed Action - Lower Priority,1,0.3,0.3,TRUE,0,2,0,2,1.1,0,1.1,6,1,21,2,0,0,0,16,85,331,5820,other,2009,5,54.297767,-115.149183,0.3,0,Flat,16,54,W,4,Cloudy,0,0,0,0,0,0,0,13,46.79,8,45,0,70.9,14.6,186.7,24.4,1,1,0.03,7,12,0,1,60,0,0,0,O-1,O,0,0,S,90.49001853032665,225,0.8618097002888252,0.35,0.35,2,O1b,O,1
Immediate Action,1,0.01,0.01,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,96,359,0,other,2009,5,54.53529,-110.65106,0.01,0,Flat,5,60,SE,5,Clear,0,0,0,0,0,0,0,14.5,57.82,5,360,0.2,83.9,36.9,274,55.2,2.3,7.5,0.95,36,24,2,0,0,0,0,18,D-1/D-2,D,0,0,S,81.06227581302166,180,0.28330805173737966,0.9537589362051807,0.9537589362051807,2,M1,M,0
Immediate Action,1,0.01,0.01,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,96,359,1020,other,2009,5,52.466267,-116.13425,0.01,0,Flat,11,40,W,35,Cloudy,0,0,0,0,0,0,0,11,39.62,35,90,0,87.4,9.2,135.1,15.8,17.3,19,4.99,52,0,0,17,5,0,0,5,C-2,C,0.8510830899905668,0.6808664719924535,I,5113.976691622056,270,11.277113948473554,0.830742708331641,1.5116091803240945,5,O1a,O,0
Immediate Action,1,0.01,0.01,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,96,359,780,other,2009,5,52.099083,-114.866117,0.01,0,Flat,16,30,SW,22,Cloudy,0,0,0,0,0,0,0,20.7,25,11,135,0,91.7,30.8,176.1,42.9,9.5,19.8,5.38,0,5,20,53,0,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1a,O,1
Immediate Action,1,0.02,0.01,TRUE,0,0,1,1,0,0.3,0.3,8,3,28,10,0,0,0,35,96,359,60,other,2009,5,49.911183,-114.505683,0.01,1,Flat,23,15,W,40,Clear,1,0,0,0,0,0,0,19.1,29,13,45,0,88.5,13.4,250.4,23.6,6.6,11,1.91,61,3,0,0,14,0,0,0,O-1,O,0,0,S,1127.775122420628,225,10.740715451625027,0.35,0.35,3,O1a,O,1
Immediate Action,1,1.2,1.2,FALSE,3900,0,0,0,0,0,0,8,1,20,2,0,0,0,35,96,359,121200,other,2009,5,54.086523,-115.711037,1.2,0.5,Bottom,11,44,W,17,Rainshowers,0,0,0,0,0,0,0,7.5,70.05,4,135,0.61,55.6,4.5,141.1,8.3,0.4,0.2,0,0,10,0,51,18,0,0,0,O-1,O,0,0,S,25.416674600095313,315,0.24206356761995534,0.35,0.35,2,O1a,O,1
Immediate Action,1,11,5,FALSE,8280,2,1,3,4.6,1.4,6,15,2,60.1,14,31820,0,31820,35,96,359,900,other,2009,5,52.121,-114.991,5,1,Flat,22,26,W,35,Cloudy,0,2,0,0,0,0,0,20.7,25,11,135,0,91.7,30.8,176.1,42.9,9.5,19.8,5.38,55,0,0,26,0,0,0,0,C-3,C,0,0,S,1313.798424947561,315,4.043144531674649,1.083149031366594,1.083149031366594,3,M1,M,1
Immediate Action,1,5,1,FALSE,7380,4,1,5,4.8,3.9,8.7,8,1,51.65,3.25,0,0,0,35,96,359,1560,other,2009,5,52.026,-115.401,1,2,Flat,20,25,SW,6,CB Dry,0,1,0,0,0,0,0,20.7,25,11,135,0,91.7,30.8,176.1,42.9,9.5,19.8,5.38,48,0,0,3,29,0,0,0,O-1,O,0,0,S,1767.988299631837,315,16.837983806017494,0.35,0.35,3,O1a,O,0
Immediate Action,1,0.4,0.4,FALSE,2640,1,1,2,0.2,0.5,0.7,15,2,42.75,5.5,0,0,0,35,96,359,3360,other,2009,5,53.035733,-114.97325,0.4,0.5,Flat,16,67,N,5,Cloudy,0,1,0,0,0,0,0,19.5,39.29,6,90,0,88.1,28.1,317.4,46,4.4,11.5,2.05,39,1,5,9,25,0,0,0,O-1,O,0,0,S,669.636463051788,270,6.377490124302743,0.35,0.35,3,O1a,O,1
Delayed Action - No Resources Available,1,2.2,1,FALSE,8520,5,1,6,6.2,3.8,10,1,0,0.2,0,15910.05,0,15910.05,35,96,359,720,other,2009,5,52.05,-115.107,1,1,Flat,22,26,SW,2,Cloudy,0,0,0,0,0,0,0,20.7,25,11,135,0,91.7,30.8,176.1,42.9,9.5,19.8,5.38,28,5,8,15,23,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,M1,M,0
Immediate Action,1,0.4,0.4,TRUE,0,0,0,0,0,0,0,3,1,20.25,4,0,0,0,35,96,359,1620,other,2009,5,52.462913,-115.095227,0.4,0,Flat,19,38,NW,5,Cloudy,0,0,0,0,0,0,0,19.5,39.29,0,0,0,82.9,22.1,215.5,35.2,1.6,3.7,0.28,9,23,5,41,1,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1a,O,0
Immediate Action,1,0.2,0.01,FALSE,3900,0,1,1,0,0.4,0.4,3,1,3,1,0,0,0,35,96,359,180,other,2009,5,53.026533,-114.963967,0.01,0.5,Flat,5,70,N,10,Cloudy,0,0,0,0,0,0,0,19.5,39.29,6,90,0,88.1,28.1,317.4,46,4.4,11.5,2.05,35,1,7,6,31,0,0,0,O-1,O,0,0,S,669.636463051788,270,6.377490124302743,0.35,0.35,3,O1a,O,1
